날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1921.2.23,108,1.4,-5.6,6.3
1921.2.24,108,0,-2.7,3.5
1921.2.25,108,-0.6,-7.5,7
1921.2.26,108,4.4,-2.2,9.5
1921.2.27,108,4,0,8.6
1921.2.28,108,2.8,-3.1,5.7
1921.3.1,108,5.5,3.3,9.2
1921.3.2,108,2.5,-0.8,7.5
1921.3.3,108,-1,-3.8,3.9
1921.3.4,108,-0.8,-5.9,3.6
1921.3.5,108,2,-3.7,7.5
1921.3.6,108,2.5,-2.4,8.5
1921.3.7,108,0.7,-5.1,7.3
1921.3.8,108,3.2,-4.5,10.5
1921.3.9,108,6,0.2,12.7
1921.3.10,108,6.8,2.3,12.2
1921.3.11,108,8.2,3.9,12.5
1921.3.12,108,3.8,-0.8,8.2
1921.3.13,108,-1,-2.9,2.4
1921.3.14,108,-3.3,-5,-0.8
1921.3.15,108,-1.6,-6.6,3.5
1921.3.16,108,-0.5,-5,5
1921.3.17,108,2.8,-1.5,9.1
1921.3.18,108,4.5,0.5,10.2
1921.3.19,108,9.2,3.3,11.9
1921.3.20,108,7.4,3.3,12.7
1921.3.21,108,2.3,-0.4,7.1
1921.3.22,108,1.9,-3,7.2
1921.3.23,108,2,-4.7,9
1921.3.24,108,5.1,0.2,9.2
1921.3.25,108,6,2.2,10
1921.3.26,108,5.1,0,12
1921.3.27,108,4.2,-2.2,9.6
1921.3.28,108,3.1,-0.3,9.2
1921.3.29,108,3.2,-3.9,9.2
1921.3.30,108,5.5,-1.4,13.2
1921.3.31,108,7,-2.4,17
1921.4.1,108,11.8,1.7,20.5
1921.4.2,108,11.5,9.4,13.4
1921.4.3,108,10.2,7.7,14.5
1921.4.4,108,4.9,1.2,11.9
1921.4.5,108,6,2.6,11
1921.4.6,108,6.5,-0.7,11.9
1921.4.7,108,5.3,1.2,10.7
1921.4.8,108,4.7,-0.5,10.3
1921.4.9,108,7,1.1,13.5
1921.4.10,108,7.5,0.3,15
1921.4.11,108,10.1,6,15.5
1921.4.12,108,12.1,5,19.7
1921.4.13,108,10.9,6.5,16.9
1921.4.14,108,10.4,8,12
1921.4.15,108,10.7,6.8,15.7
1921.4.16,108,11,7.4,15.5
1921.4.17,108,11,7.2,16.2
1921.4.18,108,10.1,0.6,20.1
1921.4.19,108,11.6,3.3,20.1
1921.4.20,108,10,3.6,17.7
1921.4.21,108,13,5.6,21.1
1921.4.22,108,12.2,6.1,20.5
1921.4.23,108,14.5,4.6,23.5
1921.4.24,108,15.5,10.8,21.2
1921.4.25,108,16.7,9.6,26.9
1921.4.26,108,19,11.7,28.3
1921.4.27,108,13.1,10.7,18.7
1921.4.28,108,12.2,8.1,19.5
1921.4.29,108,12.9,5.2,20.6
1921.4.30,108,15.6,8.9,23.8
1921.5.1,108,17.3,10.3,26.5
1921.5.2,108,17.1,13,22.7
1921.5.3,108,17.2,10.9,24.4
1921.5.4,108,17.6,12.2,24.3
1921.5.5,108,17.3,14.5,20.6
1921.5.6,108,16.5,11.1,23.8
1921.5.7,108,14.5,5.9,23.3
1921.5.8,108,13.4,8.2,19.2
1921.5.9,108,16.9,9.6,24.9
1921.5.10,108,18.3,12.4,25.9
1921.5.11,108,15.1,12.1,21.2
1921.5.12,108,13.4,8.5,20.4
1921.5.13,108,12.4,6.4,19.5
1921.5.14,108,14.8,7.6,22.3
1921.5.15,108,16.1,8.1,24.2
1921.5.16,108,17.5,9.8,24.2
1921.5.17,108,15.6,12.7,19
1921.5.18,108,14.7,11.5,19.1
1921.5.19,108,12.5,10.8,16.7
1921.5.20,108,14.8,10.8,20.8
1921.5.21,108,16.4,11.1,22.2
1921.5.22,108,15.5,12.8,19.1
1921.5.23,108,16.3,10.1,23.1
1921.5.24,108,16.8,10,24.3
1921.5.25,108,17,12.1,22.9
1921.5.26,108,15,11.2,21.1
1921.5.27,108,15.3,11.6,22.4
1921.5.28,108,17.9,10.5,26.7
1921.5.29,108,19.2,10.2,25.9
1921.5.30,108,20.2,15.5,26.5
1921.5.31,108,18.4,14.5,24.4
1921.6.1,108,15.1,12.1,19.7
1921.6.2,108,15.4,9.6,21.4
1921.6.3,108,16.5,9.3,24
1921.6.4,108,19.3,13.5,24.9
1921.6.5,108,19.5,14.5,26.7
1921.6.6,108,19.5,9.8,29.5
1921.6.7,108,20.5,10.8,29.9
1921.6.8,108,21.6,14,28.7
1921.6.9,108,19.8,18,23
1921.6.10,108,20.2,17.7,22.6
1921.6.11,108,18.9,16.9,23.1
1921.6.12,108,19.1,16,24.2
1921.6.13,108,21.2,16.5,27.1
1921.6.14,108,20.2,16.5,26.4
1921.6.15,108,20,14.2,27.6
1921.6.16,108,23.9,15.8,32.7
1921.6.17,108,19.3,16.4,24.3
1921.6.18,108,17.6,15.4,20.2
1921.6.19,108,20,14.6,25.5
1921.6.20,108,20.5,14.1,27.1
1921.6.21,108,22.4,16,30
1921.6.22,108,22.1,16.8,28.8
1921.6.23,108,21.8,17.5,26.8
1921.6.24,108,20.7,16.5,24.5
1921.6.25,108,22,16.7,28
1921.6.26,108,21.5,17.6,26.8
1921.6.27,108,22.4,18.7,26.2
1921.6.28,108,18.9,16.2,23.8
1921.6.29,108,20.7,16.3,26.4
1921.6.30,108,21.1,15.9,27.2
1921.7.1,108,21.5,17.4,27.2
1921.7.2,108,21.5,17.7,26.4
1921.7.3,108,22,17.9,27.3
1921.7.4,108,22.1,17.7,27.1
1921.7.5,108,21.1,17.5,24.9
1921.7.6,108,20.6,18.9,22
1921.7.7,108,22.7,18.7,27.1
1921.7.8,108,23.3,20,26.9
1921.7.9,108,22.9,21,25.5
1921.7.10,108,22.6,20.2,28.1
1921.7.11,108,23.1,19.2,29.2
1921.7.12,108,25,18.2,32
1921.7.13,108,25.9,22.4,32.1
1921.7.14,108,25.4,20.8,31.2
1921.7.15,108,25.9,20.2,31.3
1921.7.16,108,23.9,22.5,26.9
1921.7.17,108,25.2,22.9,30
1921.7.18,108,24.9,22.3,28.4
1921.7.19,108,25,22.6,28.6
1921.7.20,108,24.9,23.1,26.8
1921.7.21,108,23.1,22,24.3
1921.7.22,108,23.2,20.7,27.3
1921.7.23,108,25.4,20,31.6
1921.7.24,108,25.8,20.6,31.5
1921.7.25,108,26.3,22.4,31.7
1921.7.26,108,25.5,21.9,30.4
1921.7.27,108,25.5,20.9,32.3
1921.7.28,108,24.6,21.8,28.6
1921.7.29,108,23.7,22.4,27.5
1921.7.30,108,25.7,22.4,30.6
1921.7.31,108,25.6,21,31.1
1921.8.1,108,23.8,21.6,29.4
1921.8.2,108,24.2,19.9,30
1921.8.3,108,24.7,19.7,28.1
1921.8.4,108,23.5,21.7,26
1921.8.5,108,24.8,21,28.4
1921.8.6,108,25.9,23.6,29.3
1921.8.7,108,27.1,24.7,30.5
1921.8.8,108,27.6,23.3,33.4
1921.8.9,108,26.7,22.5,32
1921.8.10,108,26.3,22,32.2
1921.8.11,108,26.3,22,32.2
1921.8.12,108,27,22.2,33
1921.8.13,108,28.2,23.8,34.3
1921.8.14,108,29.4,23.8,35.9
1921.8.15,108,29.6,24.5,36
1921.8.16,108,28.8,23.5,35.2
1921.8.17,108,27.3,21.8,34.5
1921.8.18,108,26.9,21.8,33.1
1921.8.19,108,28,23,34.3
1921.8.20,108,29.4,23.9,34.9
1921.8.21,108,29.3,25.2,34.9
1921.8.22,108,25.8,23.6,34.2
1921.8.23,108,26.5,21.7,32.6
1921.8.24,108,25.2,22.6,30.2
1921.8.25,108,25.1,21.2,29.8
1921.8.26,108,22.4,20,25.8
1921.8.27,108,21.7,17.3,27.7
1921.8.28,108,21.1,18.8,24
1921.8.29,108,18.9,17.5,21.1
1921.8.30,108,20.5,17.5,23.5
1921.8.31,108,21.7,18.7,26.9
1921.9.1,108,22.3,18,28.8
1921.9.2,108,22.6,16.8,29
1921.9.3,108,22.7,17.2,29.6
1921.9.4,108,23.2,17.8,29.8
1921.9.5,108,22.5,17.3,29.5
1921.9.6,108,22.5,17.3,28
1921.9.7,108,23.6,20,30.1
1921.9.8,108,22,15.4,30.5
1921.9.9,108,21.6,14.5,30.6
1921.9.10,108,22.1,16.4,29.2
1921.9.11,108,22.4,15.7,30.6
1921.9.12,108,22.6,15.6,30.4
1921.9.13,108,22.2,19.9,26.5
1921.9.14,108,23.9,19.5,28
1921.9.15,108,24,19.8,30
1921.9.16,108,23.5,18,30.8
1921.9.17,108,21.8,14.1,30.5
1921.9.18,108,20.7,18.4,24.8
1921.9.19,108,19.1,16.1,21.3
1921.9.20,108,18.6,15,22.4
1921.9.21,108,16,10.5,22
1921.9.22,108,15.5,11.3,20
1921.9.23,108,17.2,11.7,22.4
1921.9.24,108,14.5,12.6,18.4
1921.9.25,108,15.6,11.7,20.1
1921.9.26,108,12.8,11.3,16.7
1921.9.27,108,12.4,11.4,14.3
1921.9.28,108,14.3,9.8,18.6
1921.9.29,108,15.6,10.9,20.1
1921.9.30,108,15.3,11.6,20
1921.10.1,108,15.3,10.1,21
1921.10.2,108,14.9,10.8,21
1921.10.3,108,14.7,7.7,22.6
1921.10.4,108,17,11.3,23.6
1921.10.5,108,15,6.5,23.4
1921.10.6,108,15.6,10.9,21.8
1921.10.7,108,14.4,8.1,24
1921.10.8,108,14.6,9.1,22.6
1921.10.9,108,14.5,6.6,22.4
1921.10.10,108,16.1,9.6,23.5
1921.10.11,108,11.2,8.2,16.2
1921.10.12,108,8.9,2.2,15.9
1921.10.13,108,12.5,5.9,20.2
1921.10.14,108,11.9,5.3,19.5
1921.10.15,108,12.8,5.4,20.6
1921.10.16,108,13.5,6.1,21.5
1921.10.17,108,15.1,11.7,18.7
1921.10.18,108,16.4,13.9,18.5
1921.10.19,108,15.6,12.5,19.8
1921.10.20,108,12.1,9.7,15.1
1921.10.21,108,12.3,9.4,16.4
1921.10.22,108,11.2,8.3,16.3
1921.10.23,108,11.4,4.4,18.6
1921.10.24,108,9.8,3.9,17.9
1921.10.25,108,10.9,4.2,19.4
1921.10.26,108,8.5,5.3,12.5
1921.10.27,108,8.9,3.5,14.7
1921.10.28,108,5.8,2,10.5
1921.10.29,108,6.6,-0.5,11.2
1921.10.30,108,6.1,-0.5,13.7
1921.10.31,108,7.1,0.1,14
1921.11.1,108,8.6,4,14.3
1921.11.2,108,5.1,-0.6,11.2
1921.11.3,108,1.9,-0.2,5.8
1921.11.4,108,2.1,-3.1,8.1
1921.11.5,108,4.4,-1.5,11.7
1921.11.6,108,6.5,-1.3,14.7
1921.11.7,108,2.5,-1.4,8
1921.11.8,108,0.6,-3.4,3.7
1921.11.9,108,0.6,-3,5.6
1921.11.10,108,3.8,-5.1,10.5
1921.11.11,108,4.2,0.2,10.2
1921.11.12,108,6.1,-4,12.6
1921.11.13,108,11.3,7.9,16.7
1921.11.14,108,11.2,7.9,17.2
1921.11.15,108,9.6,5.6,16.1
1921.11.16,108,9.4,2.6,16.4
1921.11.17,108,10.1,5.3,14.9
1921.11.18,108,4.2,-1,10
1921.11.19,108,1.6,0,4.6
1921.11.20,108,1.5,-1.3,4.5
1921.11.21,108,1,-2.7,5.4
1921.11.22,108,-2.1,-6.9,2.6
1921.11.23,108,-1.5,-6,3
1921.11.24,108,-0.9,-3.3,3.7
1921.11.25,108,-4.5,-7.5,0.3
1921.11.26,108,-3.3,-9.4,3.2
1921.11.27,108,0.4,-7.4,8.2
1921.11.28,108,4.7,-1,7.2
1921.11.29,108,2.2,-0.8,7.2
1921.11.30,108,0.2,-6.4,5.7
1921.12.1,108,-3.4,-7.3,3.8
1921.12.2,108,-7.5,-12.1,-2.9
1921.12.3,108,-4.8,-12.4,0.2
1921.12.4,108,1.4,-2.7,5.7
1921.12.5,108,-1.2,-6.6,6
1921.12.6,108,0.4,-7.3,8.4
1921.12.7,108,2.9,-2.2,9.4
1921.12.8,108,4.9,-1.3,10.6
1921.12.9,108,4,-2,11.7
1921.12.10,108,2.4,-2.7,6
1921.12.11,108,4.2,0.7,9.1
1921.12.12,108,0.5,-3.5,5.9
1921.12.13,108,1,-5.2,5.7
1921.12.14,108,4.8,0.5,7.5
1921.12.15,108,6.9,2.7,11
1921.12.16,108,6.4,1.5,9.3
1921.12.17,108,3.2,-2.3,11
1921.12.18,108,-2.1,-5.3,1.3
1921.12.19,108,-3.6,-6,0
1921.12.20,108,-1.9,-5.4,-0.1
1921.12.21,108,-4.6,-8.9,0.1
1921.12.22,108,-7.9,-10.6,-5
1921.12.23,108,-8.7,-13.2,-4.6
1921.12.24,108,-7.6,-12.4,-4
1921.12.25,108,-6.4,-13.6,-0.8
1921.12.26,108,-3.6,-11,2.4
1921.12.27,108,0.3,-2.9,2.1
1921.12.28,108,3.2,0,7.2
1921.12.29,108,-3,-4.6,4.1
1921.12.30,108,-0.4,-7.2,5.4
1921.12.31,108,-0.8,-3.7,2.8
1922.1.1,108,-4.6,-7.3,-0.1
1922.1.2,108,-5.6,-10.6,-2
1922.1.3,108,-8.3,-13.1,-3.8
1922.1.4,108,-8.6,-14.3,-4
1922.1.5,108,-5.4,-11,-0.6
1922.1.6,108,-5.7,-11.2,-1.1
1922.1.7,108,-7.1,-12.7,-1.7
1922.1.8,108,-5,-12.5,0.7
1922.1.9,108,-2.4,-5.5,2.3
1922.1.10,108,-9.7,-12.7,-4.5
1922.1.11,108,-3.3,-13.4,0.2
1922.1.12,108,-1.7,-4.7,1
1922.1.13,108,-6.1,-12.1,-1
1922.1.14,108,0.3,-7.4,4
1922.1.15,108,0.4,-1.5,2.2
1922.1.16,108,-5.6,-10.1,-0.5
1922.1.17,108,-11,-15.2,-5.5
1922.1.18,108,-13.4,-17.6,-9.3
1922.1.19,108,-14.4,-19.8,-10
1922.1.20,108,-15,-21,-8.6
1922.1.21,108,-12,-18.7,-6.1
1922.1.22,108,-8.5,-17.5,-2.6
1922.1.23,108,-10,-14.5,-5.4
1922.1.24,108,-10,-14.9,-5.8
1922.1.25,108,-10.9,-15.8,-5.8
1922.1.26,108,-7.1,-12.7,-2.9
1922.1.27,108,-8.9,-13.3,-4.9
1922.1.28,108,-10,-16.7,-4.6
1922.1.29,108,-10.4,-14.3,-6.3
1922.1.30,108,-10.9,-17.3,-6.3
1922.1.31,108,-11.3,-18.3,-4
1922.2.1,108,-8.2,-17.6,-1.2
1922.2.2,108,-1,-7.5,5.1
1922.2.3,108,-2,-8,3
1922.2.4,108,-2.8,-7.6,2.4
1922.2.5,108,-2.9,-11,3.6
1922.2.6,108,0.8,-5.3,5.6
1922.2.7,108,2.4,-0.8,7.8
1922.2.8,108,1.2,-4.5,7.9
1922.2.9,108,0.7,-4.1,4
1922.2.10,108,5.8,-1.5,10.2
1922.2.11,108,1.7,-2.9,9.1
1922.2.12,108,-1.7,-6.8,3.2
1922.2.13,108,0.5,-3.5,4.2
1922.2.14,108,2.4,-2.1,7
1922.2.15,108,4.1,-0.5,8.9
1922.2.16,108,3.4,0,8.1
1922.2.17,108,2.3,-2.9,9.7
1922.2.18,108,3,-4,10.6
1922.2.19,108,2.9,-3.3,8
1922.2.20,108,4.2,-1.1,12.4
1922.2.21,108,5.8,-1.3,12
1922.2.22,108,4.5,2.2,8
1922.2.23,108,3.7,1.7,7.3
1922.2.24,108,3.8,1.5,6
1922.2.25,108,1.3,-0.3,3.4
1922.2.26,108,-6.7,-8.9,1
1922.2.27,108,-6.4,-12,-1.6
1922.2.28,108,-2.7,-10,3.2
1922.3.1,108,-3.4,-7.7,0.7
1922.3.2,108,-1,-7.2,5.7
1922.3.3,108,1.8,-4.3,6.1
1922.3.4,108,4.2,-0.6,10.6
1922.3.5,108,2.7,-2.3,8
1922.3.6,108,4.3,0.9,8.3
1922.3.7,108,3,0.4,7.9
1922.3.8,108,1.8,-4.4,8.7
1922.3.9,108,3,-2.8,9.3
1922.3.10,108,4.7,-0.1,10.1
1922.3.11,108,4.9,-0.8,11.2
1922.3.12,108,5.6,-2,13.6
1922.3.13,108,8.3,5.7,12.3
1922.3.14,108,8.9,4.3,14.4
1922.3.15,108,6.1,1.5,12.1
1922.3.16,108,5.4,-1.3,12.7
1922.3.17,108,4.6,-0.7,10.7
1922.3.18,108,4.3,1.2,9
1922.3.19,108,3.2,-4.2,9.5
1922.3.20,108,-1.6,-5,7.2
1922.3.21,108,-2.2,-5.7,1.4
1922.3.22,108,-0.8,-7.4,5.2
1922.3.23,108,-1.6,-4.1,2
1922.3.24,108,-3.5,-8.2,1.2
1922.3.25,108,-3,-10.2,4
1922.3.26,108,0.5,-6.8,7.8
1922.3.27,108,3,-1.5,6
1922.3.28,108,3.3,-1.1,9.9
1922.3.29,108,4.8,-3.1,11.5
1922.3.30,108,7.2,2.1,14.5
1922.3.31,108,6.2,1.4,12.6
1922.4.1,108,5.7,-0.8,13
1922.4.2,108,8.6,0.5,18.1
1922.4.3,108,12.1,3.5,20.2
1922.4.4,108,10.2,6.7,15
1922.4.5,108,8.8,1.1,16
1922.4.6,108,10.7,4.7,18.3
1922.4.7,108,6.6,5,9.9
1922.4.8,108,7.6,1.2,13.5
1922.4.9,108,8.3,0.7,14.8
1922.4.10,108,8.4,1.6,16.1
1922.4.11,108,9.2,0.9,17.4
1922.4.12,108,10.8,3.9,19.4
1922.4.13,108,13.4,6.3,21.6
1922.4.14,108,11.4,4.9,19.2
1922.4.15,108,10.9,2.8,19.8
1922.4.16,108,10.9,5.7,18
1922.4.17,108,10.6,5.7,16.9
1922.4.18,108,11.5,2.7,18.9
1922.4.19,108,15.1,7.8,22.2
1922.4.20,108,15.9,8,23.5
1922.4.21,108,18.8,11.3,26.6
1922.4.22,108,19.7,14,25.2
1922.4.23,108,15,12.1,21.5
1922.4.24,108,11.1,8.7,13.4
1922.4.25,108,12.1,8,19
1922.4.26,108,15.6,6.5,24.3
1922.4.27,108,17.5,10.9,24.4
1922.4.28,108,17.6,11,25.4
1922.4.29,108,18.6,10,28.4
1922.4.30,108,16.7,10.4,25.3
1922.5.1,108,17.5,10.8,24.1
1922.5.2,108,14.8,11.1,19.1
1922.5.3,108,14,6.7,22.4
1922.5.4,108,14.9,10.1,21.1
1922.5.5,108,16.7,7.2,25.5
1922.5.6,108,13,11.3,17.6
1922.5.7,108,13.9,10,21.5
1922.5.8,108,16,10,22.9
1922.5.9,108,13.1,10.4,17.7
1922.5.10,108,12.2,6,17.9
1922.5.11,108,14.5,8.3,23.4
1922.5.12,108,13,8.8,19.7
1922.5.13,108,12.1,8.7,16
1922.5.14,108,13.7,7.7,19
1922.5.15,108,12.9,11.1,15
1922.5.16,108,16.5,8.9,23
1922.5.17,108,20,13.7,26.3
1922.5.18,108,17.6,14.8,20.5
1922.5.19,108,15.4,12.5,19.6
1922.5.20,108,15.5,8.8,23
1922.5.21,108,15.2,12.6,20.3
1922.5.22,108,13.1,11.7,17.9
1922.5.23,108,16.3,7.4,24.4
1922.5.24,108,17.8,10.9,24.6
1922.5.25,108,20.1,14.4,28
1922.5.26,108,19.2,10.5,28.4
1922.5.27,108,20.3,13.8,28
1922.5.28,108,22.7,13.5,32
1922.5.29,108,22.6,17.2,29.4
1922.5.30,108,15.8,12.7,20.5
1922.5.31,108,16,11.5,22.1
1922.6.1,108,19.3,11,28.4
1922.6.2,108,19.5,13.9,26.8
1922.6.3,108,19.7,13.7,26.6
1922.6.4,108,19.6,15.4,26.3
1922.6.5,108,20.1,11.6,28.8
1922.6.6,108,20,15,25.8
1922.6.7,108,21.2,17.1,25.8
1922.6.8,108,20.1,17.3,23.3
1922.6.9,108,19.6,17.8,22.4
1922.6.10,108,18.3,15.9,22.3
1922.6.11,108,19.4,14.1,25.9
1922.6.12,108,21.5,13.3,31
1922.6.13,108,22.1,15.9,29.5
1922.6.14,108,23.2,14.9,32.6
1922.6.15,108,23.4,17.5,31
1922.6.16,108,19.9,17.9,24.3
1922.6.17,108,20.3,15,27.9
1922.6.18,108,21.5,13.4,29.4
1922.6.19,108,23.3,14.1,32.7
1922.6.20,108,25.1,15.2,34.5
1922.6.21,108,25,19.5,31.6
1922.6.22,108,24.8,18.1,32
1922.6.23,108,25.4,18.5,32.5
1922.6.24,108,23.9,19.5,30.6
1922.6.25,108,22.5,19.4,27.9
1922.6.26,108,22.4,19,28.3
1922.6.27,108,21.3,19.5,25.7
1922.6.28,108,21.6,19.4,26.4
1922.6.29,108,22.7,17.8,29.8
1922.6.30,108,24.1,16.9,31.4
1922.7.1,108,20.5,17.9,24.5
1922.7.2,108,21.2,18.5,25.2
1922.7.3,108,21.1,18,24.5
1922.7.4,108,21.6,19.5,26.6
1922.7.5,108,21.4,16.2,26.4
1922.7.6,108,19.6,18,22
1922.7.7,108,18.7,16.8,19.9
1922.7.8,108,22.2,17,26.1
1922.7.9,108,22.7,19.5,26.5
1922.7.10,108,22.2,19.4,27.3
1922.7.11,108,23.9,19,30.7
1922.7.12,108,24.1,18.8,29.9
1922.7.13,108,26.5,21.7,30.6
1922.7.14,108,24.2,23,27.7
1922.7.15,108,24.5,22.9,26.9
1922.7.16,108,23,20.4,24.9
1922.7.17,108,24.9,22,28.6
1922.7.18,108,26.2,22,30.5
1922.7.19,108,25.9,24.4,28.9
1922.7.20,108,26.9,22.7,32.5
1922.7.21,108,27.5,22.7,34.5
1922.7.22,108,27.1,22.6,33.2
1922.7.23,108,27.4,22,34
1922.7.24,108,27.7,23.1,33.9
1922.7.25,108,25.3,24.2,27.6
1922.7.26,108,23.9,21.6,24.9
1922.7.27,108,25.9,23,29.4
1922.7.28,108,24.6,22.7,26
1922.7.29,108,24.4,23,27.6
1922.7.30,108,25.9,23.8,28.6
1922.7.31,108,26.6,23.6,30.3
1922.8.1,108,23.3,21.2,26.4
1922.8.2,108,24.6,21.7,26.4
1922.8.3,108,26,23.3,29
1922.8.4,108,26.6,24.2,31.2
1922.8.5,108,26.7,24.4,31.6
1922.8.6,108,27.3,24.3,32.3
1922.8.7,108,26.7,23,30.7
1922.8.8,108,25.1,23.6,26.9
1922.8.9,108,26.5,24.6,30.2
1922.8.10,108,26.4,22.9,31.7
1922.8.11,108,27.3,23,32.1
1922.8.12,108,27.2,23.7,32
1922.8.13,108,24.7,23.6,27
1922.8.14,108,26.9,22.1,33.2
1922.8.15,108,27.8,22.4,34.1
1922.8.16,108,29.6,23.4,36.3
1922.8.17,108,28.7,26.5,34
1922.8.18,108,27.8,25.4,31.4
1922.8.19,108,25,23.7,31
1922.8.20,108,25.7,23.5,29.6
1922.8.21,108,25.3,22.7,29.9
1922.8.22,108,22.8,21.4,24.5
1922.8.23,108,23.8,21.5,26.4
1922.8.24,108,23.7,20.1,27.8
1922.8.25,108,22.8,19,27.5
1922.8.26,108,22.1,19.3,26.4
1922.8.27,108,24.2,20,28.3
1922.8.28,108,24.8,21.2,31
1922.8.29,108,26.1,21.9,32
1922.8.30,108,26.4,20.6,33.6
1922.8.31,108,27.2,21.4,34.5
1922.9.1,108,24.8,23.6,31.5
1922.9.2,108,26.6,23.1,32
1922.9.3,108,26.7,22.4,30.5
1922.9.4,108,20.6,18,27.3
1922.9.5,108,21.1,16.4,28
1922.9.6,108,22.7,16.8,29.2
1922.9.7,108,23.6,17.8,30.3
1922.9.8,108,23.8,17.9,30.5
1922.9.9,108,25.4,18.7,32.5
1922.9.10,108,24.7,19.9,31.2
1922.9.11,108,24.3,21.4,28.4
1922.9.12,108,20.7,19.5,23.4
1922.9.13,108,23.1,19.5,27.3
1922.9.14,108,24.9,21.4,28
1922.9.15,108,23.1,20.4,26.9
1922.9.16,108,22.6,18.4,27
1922.9.17,108,24.2,20.4,28.8
1922.9.18,108,18.7,16.1,23.6
1922.9.19,108,16.6,12.9,22.1
1922.9.20,108,15.5,7.8,22.8
1922.9.21,108,15.2,8.7,23.3
1922.9.22,108,16.2,10.7,22.4
1922.9.23,108,19,14.3,23.9
1922.9.24,108,17.9,16,20.2
1922.9.25,108,17.8,15.6,20.1
1922.9.26,108,17.7,12.4,24.7
1922.9.27,108,18.5,13,25.6
1922.9.28,108,18.1,12.1,24.9
1922.9.29,108,11.1,6.2,17.8
1922.9.30,108,14.6,8.2,19
1922.10.1,108,15.7,13.6,16.8
1922.10.2,108,14.7,11.3,20.6
1922.10.3,108,14.1,7.3,22
1922.10.4,108,15.6,9.7,22.6
1922.10.5,108,16.6,9.2,23.1
1922.10.6,108,17.8,11.8,24.4
1922.10.7,108,17.8,10.3,25.2
1922.10.8,108,16.2,10.2,21.5
1922.10.9,108,15,11.3,19.5
1922.10.10,108,7.6,3.9,12.5
1922.10.11,108,8.9,1.3,14
1922.10.12,108,13,6,20.5
1922.10.13,108,13.7,9.9,18.8
1922.10.14,108,16.6,12.1,22.8
1922.10.15,108,14.7,8.7,22
1922.10.16,108,14.9,7.4,23.4
1922.10.17,108,15.9,9.5,23.6
1922.10.18,108,13.7,9.5,19.5
1922.10.19,108,13.2,7.4,20.9
1922.10.20,108,12.7,4,19.9
1922.10.21,108,15.1,8.1,22.1
1922.10.22,108,17.5,11.3,23
1922.10.23,108,17.3,13.7,22.4
1922.10.24,108,13.1,10.7,16
1922.10.25,108,15.5,12.5,17.7
1922.10.26,108,13.3,9.5,17
1922.10.27,108,10,3,14.5
1922.10.28,108,9.8,5,14.9
1922.10.29,108,11.9,4.3,20.5
1922.10.30,108,12.5,5.5,21.5
1922.10.31,108,13.5,4.9,19.4
1922.11.1,108,6.1,3.5,10.5
1922.11.2,108,5.5,-1,12
1922.11.3,108,9.1,1,17
1922.11.4,108,11,4.9,18.5
1922.11.5,108,11.8,4.6,19.1
1922.11.6,108,13.1,8.8,19
1922.11.7,108,12.2,6.9,18.4
1922.11.8,108,4.2,0.6,11.1
1922.11.9,108,-0.3,-2.3,3
1922.11.10,108,-0.1,-4.1,4.5
1922.11.11,108,4.9,-3.8,10.6
1922.11.12,108,8.5,4.5,14.6
1922.11.13,108,7.3,0.6,14.1
1922.11.14,108,5.3,-1.2,11.5
1922.11.15,108,6.4,0.4,11.5
1922.11.16,108,6.1,2,11
1922.11.17,108,3.4,-4.4,9.5
1922.11.18,108,1,-2.2,5.9
1922.11.19,108,-2,-6.2,2.5
1922.11.20,108,-4.9,-8.4,-0.6
1922.11.21,108,1.5,-7.7,7.5
1922.11.22,108,4.8,1.6,8.3
1922.11.23,108,-0.5,-3.2,5
1922.11.24,108,0.6,-4.7,4.9
1922.11.25,108,-1.8,-5.8,1.1
1922.11.26,108,-7.1,-8.8,-4.3
1922.11.27,108,-2.6,-11.6,2.4
1922.11.28,108,3.4,-1.8,10.2
1922.11.29,108,1.2,-3.5,5.9
1922.11.30,108,-1.9,-4.2,1.2
1922.12.1,108,-2.3,-7.2,1.1
1922.12.2,108,-2.5,-5.1,0.9
1922.12.3,108,-2.9,-10,2.4
1922.12.4,108,-2.9,-6.5,0.1
1922.12.5,108,-6.9,-10.2,-2.2
1922.12.6,108,-4.3,-12,-0.2
1922.12.7,108,0.2,-4.2,4.1
1922.12.8,108,1.2,-3.3,7
1922.12.9,108,2.1,-5.7,8.5
1922.12.10,108,-1.6,-4.8,3.1
1922.12.11,108,-3.6,-7.4,0.6
1922.12.12,108,-4.5,-8.5,-0.3
1922.12.13,108,-5.2,-11.1,0
1922.12.14,108,-5.4,-10.5,-1.6
1922.12.15,108,-5.7,-9,-3.8
1922.12.16,108,-8.3,-14.8,-4.6
1922.12.17,108,-4.9,-8.9,-1.4
1922.12.18,108,-6.8,-12.8,-2.1
1922.12.19,108,-9.4,-14.7,-4.3
1922.12.20,108,-9.2,-15.7,-2
1922.12.21,108,-6.5,-15,0.4
1922.12.22,108,-3.7,-11.3,2
1922.12.23,108,-4.5,-9.5,0.5
1922.12.24,108,-6.5,-12.8,-1.2
1922.12.25,108,-6.4,-13.8,0.7
1922.12.26,108,-2.6,-10.9,2
1922.12.27,108,-0.4,-3.7,1.9
1922.12.28,108,0.3,-3.2,3.4
