날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1919.4.30,108,15.2,11.3,22.9
1919.5.1,108,15.2,8.4,24.2
1919.5.2,108,7.7,4.5,13.1
1919.5.3,108,8.3,3.7,14
1919.5.4,108,12.6,3.1,21.6
1919.5.5,108,17.3,8,24.3
1919.5.6,108,20.3,15.1,23.4
1919.5.7,108,20,17.6,23.9
1919.5.8,108,21.8,17.5,26.7
1919.5.9,108,22.2,18.5,28.3
1919.5.10,108,18,13.8,22.6
1919.5.11,108,14.5,11.4,19.5
1919.5.12,108,14.1,4.6,24.1
1919.5.13,108,15.3,9.6,21.7
1919.5.14,108,14.3,8,20.7
1919.5.15,108,13.7,7.3,20.4
1919.5.16,108,14.9,8.1,21.9
1919.5.17,108,16.7,10.6,23.3
1919.5.18,108,17.1,13.1,22.3
1919.5.19,108,19.5,14.4,24.9
1919.5.20,108,11.8,9.5,19
1919.5.21,108,12.2,8.5,16
1919.5.22,108,12.6,6.5,18.2
1919.5.23,108,14,6.5,21.7
1919.5.24,108,16.2,10.3,22.9
1919.5.25,108,15.3,8.1,22.6
1919.5.26,108,17.8,9.8,27.2
1919.5.27,108,17.8,10.3,26.3
1919.5.28,108,18.3,10.1,27.1
1919.5.29,108,19.8,13.3,26.2
1919.5.30,108,21,16.4,25.4
1919.5.31,108,18.8,16.1,23.6
1919.6.1,108,20.6,13.3,27.2
1919.6.2,108,18.3,14.9,21.6
1919.6.3,108,21.3,15.4,28.1
1919.6.4,108,19,14.7,25.3
1919.6.5,108,16.1,13.7,21.2
1919.6.6,108,16.5,11.8,21.7
1919.6.7,108,22.7,14.5,29.8
1919.6.8,108,24.7,20.7,30
1919.6.9,108,20.7,18.5,24.9
1919.6.10,108,20.8,18.2,25
1919.6.11,108,21.2,18.5,26.1
1919.6.12,108,18,15.3,20.6
1919.6.13,108,19.7,14.9,24.8
1919.6.14,108,20,15,24.9
1919.6.15,108,22.5,16.8,27.9
1919.6.16,108,20.4,17.8,22.7
1919.6.17,108,19.5,17,23.7
1919.6.18,108,22,18.6,28
1919.6.19,108,22.4,18.6,27.3
1919.6.20,108,22,17.4,28.2
1919.6.21,108,20.8,17.8,26
1919.6.22,108,19.9,18,25.1
1919.6.23,108,22.2,17.7,28.2
1919.6.24,108,21.7,16.1,28.5
1919.6.25,108,23.3,17.2,30
1919.6.26,108,21.5,17.7,26.2
1919.6.27,108,23.7,19.3,29.5
1919.6.28,108,23.3,17.9,29.5
1919.6.29,108,22.2,18.1,28.5
1919.6.30,108,23.3,19.4,28.6
1919.7.1,108,23.6,19.4,30.8
1919.7.2,108,24.3,19.5,29.8
1919.7.3,108,24.3,21.2,28.5
1919.7.4,108,23.4,20.8,28.8
1919.7.5,108,22.7,21.6,24.6
1919.7.6,108,22.5,21,23.3
1919.7.7,108,23.3,20.3,28.1
1919.7.8,108,22.2,17.8,27.4
1919.7.9,108,22.5,16.9,29.1
1919.7.10,108,22.7,16.3,29.8
1919.7.11,108,24.3,19.1,30.8
1919.7.12,108,23.6,21.4,28.1
1919.7.13,108,26,22.3,31.2
1919.7.14,108,27.1,22.6,32
1919.7.15,108,26.5,23.7,31.3
1919.7.16,108,26.3,21.6,32.3
1919.7.17,108,27.1,22,33.3
1919.7.18,108,27.6,22.6,35.3
1919.7.19,108,28.1,22.9,34.3
1919.7.20,108,25.7,23.1,30.3
1919.7.21,108,26.1,22.5,31.3
1919.7.22,108,26.5,22.4,32.1
1919.7.23,108,26.5,22.4,31.3
1919.7.24,108,26.8,23.1,32
1919.7.25,108,26.9,22.7,32.8
1919.7.26,108,26.9,22.2,34.2
1919.7.27,108,27.8,23.4,35
1919.7.28,108,27.9,23.8,33.3
1919.7.29,108,26.9,21.5,34.2
1919.7.30,108,27.7,22.5,34.6
1919.7.31,108,28.5,22.5,35.9
1919.8.1,108,29.7,23.9,37.5
1919.8.2,108,30.3,26.4,35.3
1919.8.3,108,28.6,24.7,32.5
1919.8.4,108,27.3,24.4,31.9
1919.8.5,108,26.5,20.1,34.6
1919.8.6,108,28.2,23.1,34.5
1919.8.7,108,27,19.9,35.5
1919.8.8,108,26.5,19.7,34.2
1919.8.9,108,26.8,20.8,33.2
1919.8.10,108,26.9,20.6,33.9
1919.8.11,108,28.9,24.1,35.3
1919.8.12,108,29.8,23.8,36.2
1919.8.13,108,30.1,24.9,37.3
1919.8.14,108,28.8,24.5,34.8
1919.8.15,108,25.6,22.2,30.8
1919.8.16,108,25.3,22.9,29.7
1919.8.17,108,25.4,21.2,31.3
1919.8.18,108,25,17,34.1
1919.8.19,108,25.3,17.4,34.6
1919.8.20,108,26,19.5,35.7
1919.8.21,108,26.6,21.5,33.8
1919.8.22,108,22.8,20.8,26.5
1919.8.23,108,24.6,20.2,30
1919.8.24,108,26,20.9,32.3
1919.8.25,108,26.3,22.4,31.6
1919.8.26,108,23.2,22.2,25.1
1919.8.27,108,22.4,20.6,24.6
1919.8.28,108,25.5,21.8,30
1919.8.29,108,25.4,23.2,26.8
1919.8.30,108,21.6,19.3,25.4
1919.8.31,108,23,18.5,28.3
1919.9.1,108,22.4,18.3,26.9
1919.9.2,108,24.1,20.9,28.8
1919.9.3,108,23.8,22.1,24.5
1919.9.4,108,23.6,21.5,26.7
1919.9.5,108,23.5,21.2,27.2
1919.9.6,108,22.1,18.4,27
1919.9.7,108,19.5,13.1,26.4
1919.9.8,108,20.2,16.7,24.6
1919.9.9,108,21.5,18.1,25.9
1919.9.10,108,21.9,17.9,27.8
1919.9.11,108,21.5,17.4,27.3
1919.9.12,108,19.3,12.5,26.6
1919.9.13,108,17.4,11.1,25.4
1919.9.14,108,19.4,14.7,23.7
1919.9.15,108,18.4,16.4,20.8
1919.9.16,108,16,12,22
1919.9.17,108,15.8,8.6,23.9
1919.9.18,108,17.7,9.6,26
1919.9.19,108,19,12.1,26.6
1919.9.20,108,19,14.5,23.6
1919.9.21,108,18.3,13.6,24.8
1919.9.22,108,18,11.1,24.9
1919.9.23,108,15.6,11.7,23.9
1919.9.24,108,17.3,11.5,24.9
1919.9.25,108,18.7,12.5,25.6
1919.9.26,108,17.8,11.8,24.9
1919.9.27,108,17.8,11,26.1
1919.9.28,108,17.4,10.8,24.2
1919.9.29,108,19.2,15.9,25
1919.9.30,108,17.9,12,24.4
1919.10.1,108,17.8,11.3,25.4
1919.10.2,108,17.7,10.9,26.3
1919.10.3,108,18.6,12.1,24.2
1919.10.4,108,19.8,15.9,23.1
1919.10.5,108,16.8,15.4,19.9
1919.10.6,108,13,11.5,17.6
1919.10.7,108,15.1,11.7,19.5
1919.10.8,108,15.8,9.7,22.1
1919.10.9,108,16.8,11.9,22.4
1919.10.10,108,16.7,10.3,23.4
1919.10.11,108,15.8,9.9,22.8
1919.10.12,108,14.1,12.6,17.3
1919.10.13,108,13.8,9.1,19.3
1919.10.14,108,10.4,4.6,15.3
1919.10.15,108,10.9,7.6,14.9
1919.10.16,108,10.9,4.9,17.3
1919.10.17,108,11.1,2,19.6
1919.10.18,108,13.8,7.1,20.9
1919.10.19,108,13.5,6.3,18.8
1919.10.20,108,8,1.8,13.5
1919.10.21,108,5.9,1.5,12
1919.10.22,108,7,0.2,14.1
1919.10.23,108,7.2,-0.2,14.9
1919.10.24,108,9,1.4,17.6
1919.10.25,108,9.9,1.9,17
1919.10.26,108,14.8,10.1,20.4
1919.10.27,108,16.3,12.6,21.4
1919.10.28,108,11.3,6.2,17.4
1919.10.29,108,11.3,2.9,20.1
1919.10.30,108,9.5,4.5,17.8
1919.10.31,108,3.4,-2.2,10
1919.11.1,108,7.1,-0.1,14.6
1919.11.2,108,10.5,2.9,18.3
1919.11.3,108,10.4,4.6,18.3
1919.11.4,108,10.7,2.5,19.9
1919.11.5,108,9.4,5.4,14.1
1919.11.6,108,10.5,3.9,18.5
1919.11.7,108,11,2.7,18.9
1919.11.8,108,8.1,3.2,10.9
1919.11.9,108,4.5,-2.7,12.7
1919.11.10,108,6.2,-1,15.1
1919.11.11,108,9.1,2.4,15.5
1919.11.12,108,10.9,7.1,15.9
1919.11.13,108,11,5.6,16.6
1919.11.14,108,7.6,3.2,13.5
1919.11.15,108,9.7,0.6,15.7
1919.11.16,108,7.8,2.4,13.6
1919.11.17,108,11.9,5.4,17.1
1919.11.18,108,2.2,-2,10.5
1919.11.19,108,-1.6,-5.4,0.9
1919.11.20,108,0.5,-4.8,5.2
1919.11.21,108,2.7,-1.1,6.5
1919.11.22,108,5,-0.6,10.4
1919.11.23,108,6.5,2,12.2
1919.11.24,108,-5,-8,2.8
1919.11.25,108,-1.2,-9.3,4.1
1919.11.26,108,5.4,1.7,8.5
1919.11.27,108,1,-3.1,6
1919.11.28,108,-0.6,-4.3,5
1919.11.29,108,0.3,-6.4,5.8
1919.11.30,108,3.3,-0.4,7
1919.12.1,108,3.8,1.3,7.2
1919.12.2,108,1.5,-3.4,8
1919.12.3,108,3.9,-3.8,8.5
1919.12.4,108,3.8,-0.7,8.5
1919.12.5,108,0.7,-5.2,8
1919.12.6,108,1.7,-4,7.3
1919.12.7,108,2.5,-1.3,6.8
1919.12.8,108,-1.5,-6.8,4.8
1919.12.9,108,-3.4,-7.1,-0.3
1919.12.10,108,-3.2,-9.2,2.7
1919.12.11,108,-0.5,-4.6,4.8
1919.12.12,108,-1.3,-6.1,4
1919.12.13,108,-0.7,-6.5,4.8
1919.12.14,108,-1.7,-4.2,1.5
1919.12.15,108,-5.2,-9.6,-1
1919.12.16,108,-6,-9.2,-3
1919.12.17,108,-5.5,-11.7,0.3
1919.12.18,108,-4.3,-8.6,-0.5
1919.12.19,108,-7.4,-12.1,-3.1
1919.12.20,108,-7.1,-13.3,-2
1919.12.21,108,-6.7,-13,-1.3
1919.12.22,108,-7.1,-12.7,-1.6
1919.12.23,108,-5.3,-12.5,-0.4
1919.12.24,108,-1.1,-9.5,5.5
1919.12.25,108,-0.6,-4.7,4.3
1919.12.26,108,-2.4,-9,2.3
1919.12.27,108,1.1,-1.9,4.2
1919.12.28,108,-1.4,-4,0.7
1919.12.29,108,-10.8,-13.5,-3
1919.12.30,108,-13.7,-19.3,-8.2
1919.12.31,108,-6.6,-17.6,-2.7
1920.1.1,108,-8.5,-12.7,-2.3
1920.1.2,108,-8.6,-17.4,-4.2
1920.1.3,108,-10.5,-15.3,-4.8
1920.1.4,108,-14.7,-22.3,-8.5
1920.1.5,108,-12.4,-19.2,-5
1920.1.6,108,-6.5,-14.3,-3.3
1920.1.7,108,-2.5,-5.8,0.4
1920.1.8,108,-9.4,-13,-4.6
1920.1.9,108,-9.9,-19.5,-4.6
1920.1.10,108,-2.6,-9,2.4
1920.1.11,108,-2.5,-9,2.9
1920.1.12,108,0.4,-5.7,5.1
1920.1.13,108,-6,-11.6,-0.2
1920.1.14,108,-14.2,-16.2,-11.1
1920.1.15,108,-14.2,-18.8,-10.1
1920.1.16,108,-14,-19.6,-8.7
1920.1.17,108,-13.2,-19.8,-6.6
1920.1.18,108,-7.7,-15.9,-2.3
1920.1.19,108,-2.9,-9.1,2.4
1920.1.20,108,-3.3,-6.4,1
1920.1.21,108,-7.8,-12.9,-2.9
1920.1.22,108,-12.3,-16,-8
1920.1.23,108,-10.5,-19.7,-5.6
1920.1.24,108,-6.5,-9.5,-2.3
1920.1.25,108,-10.2,-16.7,-4.5
1920.1.26,108,-4.1,-14,0
1920.1.27,108,-2.4,-9,4.2
1920.1.28,108,2.2,-3.8,5.8
1920.1.29,108,0.6,-3.1,5.3
1920.1.30,108,0.1,-6.6,4.5
1920.1.31,108,3.8,-1.2,7.5
1920.2.1,108,5.4,2.6,8.5
1920.2.2,108,-5.2,-10.6,3.5
1920.2.3,108,-9.1,-14.1,-4.5
1920.2.4,108,-4.4,-11.5,0.2
1920.2.5,108,-2.2,-5.1,3.1
1920.2.6,108,-7.4,-11.2,-3.8
1920.2.7,108,-5.8,-10.3,-1.6
1920.2.8,108,-6.6,-8.9,-3.4
1920.2.9,108,-9.4,-12.7,-4.3
1920.2.10,108,-14.5,-16.7,-11.6
1920.2.11,108,-11.8,-18.5,-5.4
1920.2.12,108,-7.6,-15.7,-0.6
1920.2.13,108,-4.3,-12.9,3
1920.2.14,108,0.4,-3,1.3
1920.2.15,108,1.7,-0.4,4.5
1920.2.16,108,0.6,-2.6,5
1920.2.17,108,-1.4,-6.1,1.5
1920.2.18,108,0.1,-2.9,3.7
1920.2.19,108,-1.3,-4.9,2.7
1920.2.20,108,-4.1,-6.9,-0.5
1920.2.21,108,-4.2,-9.6,-0.4
1920.2.22,108,-0.2,-5.9,4.5
1920.2.23,108,-0.6,-3,2.1
1920.2.24,108,-3.8,-6.6,-0.7
1920.2.25,108,-2.4,-9.5,2
1920.2.26,108,0.5,-3.7,4.5
1920.2.27,108,0.6,-0.6,2.7
1920.2.28,108,0.9,-2.6,4
1920.2.29,108,1.8,-4,7.6
1920.3.1,108,1.9,-0.1,5.5
1920.3.2,108,-1.1,-4.6,4.5
1920.3.3,108,-2.7,-7,0.5
1920.3.4,108,-0.3,-6,3.7
1920.3.5,108,-2.2,-5.1,1.8
1920.3.6,108,-1.8,-7.8,4
1920.3.7,108,0.6,-6.6,8.5
1920.3.8,108,4.4,-0.9,12
1920.3.9,108,5.5,-2.3,14.4
1920.3.10,108,5.6,0.9,11.5
1920.3.11,108,6.2,2.6,12
1920.3.12,108,2.5,-1.9,7.2
1920.3.13,108,2.3,-3.9,9.5
1920.3.14,108,4.4,-2,11.2
1920.3.15,108,4,0.6,7.5
1920.3.16,108,5.9,-0.8,12.8
1920.3.17,108,5.4,-1.3,12.4
1920.3.18,108,6.7,-0.9,15.4
1920.3.19,108,9.7,-0.3,19.2
1920.3.20,108,10.1,7.4,12.4
1920.3.21,108,14.6,6.3,22.2
1920.3.22,108,12.2,9,16.5
1920.3.23,108,7.1,5.7,9.5
1920.3.24,108,5,2.7,7.1
1920.3.25,108,5.7,1,11.1
1920.3.26,108,6.4,1.3,12.1
1920.3.27,108,7.5,-0.7,15.5
1920.3.28,108,9.1,5.2,12
1920.3.29,108,9.3,6.2,12.9
1920.3.30,108,8.1,5.6,11.3
1920.3.31,108,7,4.4,9
1920.4.1,108,7.3,5.7,9
1920.4.2,108,7,5.7,7.6
1920.4.3,108,6.1,4.1,8.1
1920.4.4,108,6.8,3.6,11.5
1920.4.5,108,7.4,1,12.9
1920.4.6,108,7.2,-0.2,14
1920.4.7,108,7.9,0.1,15.9
1920.4.8,108,10,1.4,19.2
1920.4.9,108,12.2,4,20.7
1920.4.10,108,13,5.1,21.6
1920.4.11,108,13.4,5.7,20.9
1920.4.12,108,12.8,6.3,18.3
1920.4.13,108,11.7,7.1,16.5
1920.4.14,108,7.5,0.8,14.8
1920.4.15,108,7.8,0.5,14.4
1920.4.16,108,9.6,3.2,16.5
1920.4.17,108,9.1,1.6,17.1
1920.4.18,108,11.4,4.5,18.8
1920.4.19,108,13.1,7.2,19
1920.4.20,108,13.6,7.3,19.9
1920.4.21,108,11.8,7.9,17.2
1920.4.22,108,10.5,4,18.3
1920.4.23,108,10.5,2.6,17.9
1920.4.24,108,10.9,7.9,15.5
1920.4.25,108,11.1,4.7,20.6
1920.4.26,108,11.4,4.4,18.9
1920.4.27,108,12.3,4.6,20.9
1920.4.28,108,12.4,5.7,19.1
1920.4.29,108,13.9,5.9,22.3
1920.4.30,108,12.5,5.8,20.9
1920.5.1,108,16.2,7.7,25.2
1920.5.2,108,17.7,9.3,27.1
1920.5.3,108,17.7,9.8,25.9
1920.5.4,108,18,10.3,27.3
1920.5.5,108,17.1,10.7,27.1
1920.5.6,108,13.1,12.2,15.1
1920.5.7,108,14.5,12,17.4
1920.5.8,108,12.9,10.5,14.6
1920.5.9,108,16.2,12.7,22.3
1920.5.10,108,17.2,12.8,22.6
1920.5.11,108,17,11.7,23.2
1920.5.12,108,17.8,12.8,23.9
1920.5.13,108,18.3,11.2,25.4
1920.5.14,108,18.4,12,25.4
1920.5.15,108,18.1,11.2,26.1
1920.5.16,108,16.2,10.5,23.3
1920.5.17,108,17.2,11.2,23.9
1920.5.18,108,18,13.3,25.4
1920.5.19,108,17.8,12.6,24.2
1920.5.20,108,17.3,11.6,24.4
1920.5.21,108,19.1,10.3,28.8
1920.5.22,108,20.7,13.1,29.3
1920.5.23,108,19.2,12.5,26.9
1920.5.24,108,18.7,14.5,25.5
1920.5.25,108,17.4,10.1,24.9
1920.5.26,108,17.9,11.3,25.6
1920.5.27,108,15.5,11.4,24.9
1920.5.28,108,16.6,11.7,23.1
1920.5.29,108,17.3,10.8,25.3
1920.5.30,108,18.3,12.1,25.5
1920.5.31,108,18.6,12.4,26.4
1920.6.1,108,19.5,12.9,27.3
1920.6.2,108,19.7,12.5,27.8
1920.6.3,108,20.7,12.9,29.5
1920.6.4,108,20.1,15.4,26.4
1920.6.5,108,18.8,16.4,24
1920.6.6,108,19.5,14.2,27.3
1920.6.7,108,19.3,13.4,25.6
1920.6.8,108,22.3,16.6,30.7
1920.6.9,108,23.5,16,33.4
1920.6.10,108,24.8,17.2,32
1920.6.11,108,24.8,20.7,29.8
1920.6.12,108,18.3,16.5,23.6
1920.6.13,108,22,17.7,26.4
1920.6.14,108,21.8,20.3,24
1920.6.15,108,19.3,17,21.9
1920.6.16,108,19.2,13.5,26.4
1920.6.17,108,21,16.1,24.4
1920.6.18,108,20.7,18,23.6
1920.6.19,108,22.1,16.9,27.8
1920.6.20,108,21.2,18.7,26.1
1920.6.21,108,21.3,16.6,26.9
1920.6.22,108,21.1,15.2,26.6
1920.6.23,108,21.2,18,26.4
1920.6.24,108,21,14.3,27.4
1920.6.25,108,22.3,16,28.4
1920.6.26,108,23.1,16.7,30.3
1920.6.27,108,22.7,17.5,28.8
1920.6.28,108,23.4,15.5,31.2
1920.6.29,108,25.1,17.1,33.8
1920.6.30,108,26.8,19.2,35.6
1920.7.1,108,26.3,21.4,32.7
1920.7.2,108,25.3,22.6,30.4
1920.7.3,108,23.9,21.3,27.3
1920.7.4,108,25.8,21.5,30
1920.7.5,108,23.4,21.9,25.7
1920.7.6,108,24.8,22.2,27.8
1920.7.7,108,22.2,20.7,24.1
1920.7.8,108,22.4,20.9,24.6
1920.7.9,108,22.9,20.7,25.4
1920.7.10,108,22.3,19.5,25.3
1920.7.11,108,24.6,20.1,30.4
1920.7.12,108,24.3,21.2,28.8
1920.7.13,108,24.9,20,29.3
1920.7.14,108,26.2,20.1,32.8
1920.7.15,108,26.8,23.2,33.4
1920.7.16,108,28,23,34.3
1920.7.17,108,27.1,23,32.3
1920.7.18,108,26.4,23,32
1920.7.19,108,22.5,20.8,24.8
1920.7.20,108,21.7,20.2,22.9
1920.7.21,108,24.5,20.3,30.3
1920.7.22,108,26.4,22.4,33.2
1920.7.23,108,27.9,22.5,33.8
1920.7.24,108,26.3,21.1,32.9
1920.7.25,108,26,20.3,32.9
1920.7.26,108,24.9,20,31.3
1920.7.27,108,26,21.4,31.6
1920.7.28,108,26.4,22.7,30.3
1920.7.29,108,27.1,24,31.9
1920.7.30,108,28.1,24.4,33.5
1920.7.31,108,27.3,23.1,32.2
1920.8.1,108,25.5,24.1,26.4
1920.8.2,108,24.6,23.3,25.5
1920.8.3,108,27.1,23.9,31.4
1920.8.4,108,24.6,21.5,29.3
1920.8.5,108,23.5,18,29.8
1920.8.6,108,24.8,19.1,31
1920.8.7,108,25.1,21.4,30.7
1920.8.8,108,25.6,20.2,31.3
1920.8.9,108,26.4,21.1,33.3
1920.8.10,108,26.4,20.8,33.6
1920.8.11,108,25.8,21.5,30.4
1920.8.12,108,22.3,19.6,25.5
1920.8.13,108,24.3,19.3,28.8
1920.8.14,108,25.8,22.4,30
1920.8.15,108,25.6,20,32
1920.8.16,108,25.4,20.9,31.8
1920.8.17,108,24.1,19,32.5
1920.8.18,108,23.6,18.9,28.6
1920.8.19,108,26.3,22.1,32.2
1920.8.20,108,25.8,20.4,31
1920.8.21,108,27.9,24.7,33.3
1920.8.22,108,26,22.6,30.8
1920.8.23,108,25.5,22.6,29.9
1920.8.24,108,25.1,22.1,30.8
1920.8.25,108,24.9,20.8,31
1920.8.26,108,23.4,20.5,27.5
1920.8.27,108,23.8,21,28.3
1920.8.28,108,24.5,20.5,29.3
1920.8.29,108,24.6,22.7,28.9
1920.8.30,108,23.4,22,29.7
1920.8.31,108,22.9,20.7,26.5
1920.9.1,108,25.8,20.1,31.8
1920.9.2,108,26.5,22.6,31.7
1920.9.3,108,26.5,22,32.3
1920.9.4,108,27.6,23.2,32.7
1920.9.5,108,27.1,22,33
1920.9.6,108,26.6,23.1,31.6
1920.9.7,108,22.3,20.6,25.2
1920.9.8,108,23,17.6,29.3
1920.9.9,108,21.6,19.2,26.3
1920.9.10,108,20.4,14.8,26.2
1920.9.11,108,20.4,15.1,26.7
1920.9.12,108,21.9,17.3,25.9
1920.9.13,108,19.4,16.9,22.2
1920.9.14,108,20.1,16.6,23.4
1920.9.15,108,21.3,17.8,26
1920.9.16,108,20.1,16,24.9
1920.9.17,108,19,15.5,24.1
1920.9.18,108,17.7,11.8,23.4
1920.9.19,108,20.3,15,26.8
1920.9.20,108,19.3,16.5,23.1
1920.9.21,108,17.8,14.9,20
1920.9.22,108,20.8,16.3,26.4
1920.9.23,108,19.4,16.3,24.4
1920.9.24,108,18.4,12.8,25.7
1920.9.25,108,17.7,14,23.9
1920.9.26,108,17.2,10.6,24.1
1920.9.27,108,17.2,12.1,22.9
1920.9.28,108,17.3,11.1,24.7
1920.9.29,108,19.3,12,25.6
1920.9.30,108,19.8,13.5,26.5
1920.10.1,108,18.9,13,25.9
1920.10.2,108,20,14.6,25.8
1920.10.3,108,17.7,12.8,22.9
1920.10.4,108,17,13.4,21.9
1920.10.5,108,15.1,8.8,22.1
1920.10.6,108,15.9,12.2,20.4
1920.10.7,108,14.1,9.2,20.6
1920.10.8,108,12,4,20.2
1920.10.9,108,14,5.6,22.6
1920.10.10,108,15.8,8.6,23.8
1920.10.11,108,16.1,9.5,24.2
1920.10.12,108,16.4,10.1,21.8
1920.10.13,108,16.9,12.5,22.3
1920.10.14,108,15.7,10.6,22.4
1920.10.15,108,15.1,10.9,20.8
1920.10.16,108,14.1,8.1,20.6
1920.10.17,108,13.1,6.5,19.5
1920.10.18,108,12.5,5.6,19.6
1920.10.19,108,14.1,6.5,21.7
1920.10.20,108,14.5,7.8,22.4
1920.10.21,108,14.7,7.6,22.8
1920.10.22,108,13.5,7,20.1
1920.10.23,108,11.1,4.3,18.4
1920.10.24,108,11.2,2.7,19.6
1920.10.25,108,15.2,8.9,22.4
1920.10.26,108,15.7,9.9,22.1
1920.10.27,108,14.3,6.8,21.4
1920.10.28,108,15.1,8.3,22.1
1920.10.29,108,13.9,10,20.4
1920.10.30,108,10.9,3.6,19.8
1920.10.31,108,11.6,6.5,16.9
1920.11.1,108,13.9,6.9,21.4
1920.11.2,108,14.6,9.1,21.9
1920.11.3,108,13.3,6,21.2
1920.11.4,108,8.3,2.5,19.4
1920.11.5,108,3.2,-0.9,7.9
1920.11.6,108,7.1,0.5,13.7
1920.11.7,108,12.4,2.5,18.9
1920.11.8,108,17.8,15.5,19.6
1920.11.9,108,15.4,9.3,20.2
1920.11.10,108,7.3,1.5,12.1
1920.11.11,108,6.6,3.3,11.5
1920.11.12,108,5.5,1.3,9.5
1920.11.13,108,3.2,-1.4,9.1
1920.11.14,108,5.7,-3,11.6
1920.11.15,108,8.4,3.8,13.3
1920.11.16,108,5.6,-0.6,13.2
1920.11.17,108,6,-0.1,10
1920.11.18,108,6.3,2.9,10.7
1920.11.19,108,7.2,1,12.9
1920.11.20,108,6.6,2.5,10.6
1920.11.21,108,2.4,-0.1,5.7
1920.11.22,108,2.4,-4.6,7.9
1920.11.23,108,8,2.2,12.9
1920.11.24,108,5.1,2.5,8.7
1920.11.25,108,6.9,-0.3,13.4
1920.11.26,108,6.9,2.5,11.9
1920.11.27,108,3.5,-1.8,9.7
1920.11.28,108,2.4,-2.6,9
1920.11.29,108,2.7,-2.6,10
1920.11.30,108,3.3,-3.6,11
1920.12.1,108,5.7,-2.6,12.9
1920.12.2,108,8.6,6.1,11.1
1920.12.3,108,6.2,3.2,9
1920.12.4,108,0.6,-1.5,4
1920.12.5,108,1.3,-2.4,4.4
1920.12.6,108,4.5,-2,8.5
1920.12.7,108,1.6,-3.2,5.8
1920.12.8,108,-6.3,-8.9,-2.6
1920.12.9,108,-7.2,-12.4,-1.9
1920.12.10,108,-2.6,-9.1,-0.9
1920.12.11,108,2.6,-1.9,6.4
1920.12.12,108,1.4,-2.2,7.1
1920.12.13,108,-2.4,-5.9,1.3
1920.12.14,108,-3.3,-10.1,0.6
1920.12.15,108,3,-1.9,7.5
1920.12.16,108,2.3,-2.8,9.1
1920.12.17,108,2,-3.8,5.9
1920.12.18,108,4.2,0,9
1920.12.19,108,-1.4,-5.8,6
1920.12.20,108,-3.8,-7.3,0.4
1920.12.21,108,-1.9,-7.4,2.7
1920.12.22,108,-6.1,-8.7,-3.1
1920.12.23,108,-5.9,-13.4,-1.8
1920.12.24,108,-3.9,-5.7,-1.3
1920.12.25,108,-8.6,-16.8,-2.7
1920.12.26,108,-3.4,-10.3,1
1920.12.27,108,-8,-13.7,-3.4
1920.12.28,108,-12.3,-18.9,-6.1
1920.12.29,108,-8.4,-15.3,-1.4
1920.12.30,108,0.2,-11.5,3.9
1920.12.31,108,4.2,1.3,7
1921.1.1,108,2.3,-0.4,5.2
1921.1.2,108,-3.4,-5.8,1.5
1921.1.3,108,-6.5,-9.5,-2.7
1921.1.4,108,-7.8,-12.5,-3.4
1921.1.5,108,-4.4,-11.9,-1.1
1921.1.6,108,-3.5,-7.9,0.7
1921.1.7,108,-4.2,-10.6,0.2
1921.1.8,108,-7.9,-11.5,-3
1921.1.9,108,-8.8,-15.3,-1.5
1921.1.10,108,-5.2,-11.6,-2.4
1921.1.11,108,-5.8,-10.3,-1.1
1921.1.12,108,-8.5,-13.6,-4.1
1921.1.13,108,-5.4,-9.6,-2.3
1921.1.14,108,-5.2,-9.1,-1.5
1921.1.15,108,-4.6,-14.6,1
1921.1.16,108,0.2,-3.1,4.7
1921.1.17,108,-0.8,-5.1,5.2
1921.1.18,108,0,-6.3,6.6
1921.1.19,108,-0.1,-2.9,2.1
1921.1.20,108,1.2,-2.7,6
1921.1.21,108,-2.4,-7.6,0.7
1921.1.22,108,-5.3,-12.1,2.4
1921.1.23,108,-2.2,-9.8,4.8
1921.1.24,108,0.7,-5.8,8.5
1921.1.25,108,2.3,-3.5,7.6
1921.1.26,108,1.1,-0.8,4.5
1921.1.27,108,0.8,-2.6,3.5
1921.1.28,108,0,-0.9,1.2
1921.1.29,108,-0.4,-4.3,2.5
1921.1.30,108,-2.3,-6,2.2
1921.1.31,108,0.6,-5.8,7.5
1921.2.1,108,-0.3,-5.3,5.3
1921.2.2,108,-3.2,-5.8,-0.5
1921.2.3,108,-2,-5.1,2
1921.2.4,108,-4.5,-8.6,0
1921.2.5,108,-5.4,-9.3,-0.8
1921.2.6,108,-4.8,-10.8,1.5
1921.2.7,108,-2.7,-9.5,3.7
1921.2.8,108,-2,-8.6,4.2
1921.2.9,108,-1.3,-8.5,6.4
1921.2.10,108,0.2,-7.4,8.6
1921.2.11,108,2.4,-3.8,7.6
1921.2.12,108,2.7,-2.8,9.3
1921.2.13,108,1.2,-1,3.3
1921.2.14,108,1.5,-1.1,5.1
1921.2.15,108,-0.5,-6.6,6.3
1921.2.16,108,-1.4,-4,2.4
1921.2.17,108,-5.9,-8.7,-1.8
1921.2.18,108,-5.8,-10.3,-0.9
1921.2.19,108,-2.6,-6.8,3.3
1921.2.20,108,-3.3,-10.6,2.1
1921.2.21,108,-5,-7.5,-0.5
1921.2.22,108,-4.9,-11.6,0.8
